epoch,lr,jepa,lnn,hnn,sup,sup_theta,sup_omega,sup_fd,total
1,0.0001,0.0,2.407470661898454,0.0,352.0794835408529,0.5032947887976964,0.5309049807488918,699.9669514973958,3.5232021967569986
2,9.728616793536588e-05,0.0,2.407470661898454,0.0,352.00897827148435,0.47078593720992407,0.5241007894277573,699.9317769368489,3.5224971612294516
3,8.9471999940354e-05,1.0502882877985635,2.407470661898454,0.0,352.2026565551758,0.47520938167969384,0.5452292243639628,700.183516438802,4.574722226460775
4,7.75e-05,0.8250926891962688,2.407470661898454,0.0,351.74232025146483,0.47004616508881253,0.5383856813112895,699.3142252604167,4.3449232896169026
5,6.281416799501188e-05,0.6608530084292094,2.407470661898454,0.0,347.75720062255857,0.46318220148483913,0.54839306473732,691.2976928710938,4.1408324082692465
6,4.7185832004988135e-05,0.5590926925341289,2.407470661898454,0.0,291.5934092203776,0.523126890261968,2.2137416034936903,568.8581136067709,3.477434198061625
7,3.250000000000001e-05,0.5052764177322387,2.407470661898454,0.0,250.46209309895832,0.4609388927618662,6.129741597175598,463.22386474609374,3.012304751078288
8,2.0528000059645997e-05,0.45050368309020994,2.407470661898454,0.0,239.56940205891928,0.379120601216952,5.050406789779663,448.07811686197914,2.8486051162083945
9,1.2713832064634127e-05,0.41922676960627236,2.407470661898454,0.0,228.34197031656902,0.3647700478633245,6.117179250717163,419.25132242838544,2.7050539096196493
10,1e-05,0.40268359978993734,2.407470661898454,0.0,222.3086675008138,0.34904180467128754,6.733737246195475,403.51682535807294,2.6281777381896974
